,Lights,Refrigerator,Kitchen stove,Dishwasher,Washer,Dryer,Freezer,Other Appliances,Total (5 min)
11:20:00,0,234,0,0,0,0,0,62,296
11:25:00,0,160,0,0,0,4115,0,62,4337
11:30:00,0,0,0,0,0,4115,0,62,4177
11:35:00,0,0,0,0,0,4115,0,62,4177
11:40:00,0,0,0,0,0,4115,0,62,4177
11:45:00,0,80,0,0,0,4115,0,62,4257
11:50:00,0,251,0,0,0,4115,79,62,4507
11:55:00,0,242,0,0,0,4115,249,62,4668
12:00:00,0,242,0,0,0,0,240,62,545
12:05:00,0,234,0,0,0,0,240,182,656
12:10:00,0,240,0,0,0,0,232,182,654
12:15:00,0,251,0,0,0,0,159,182,591
12:20:00,0,242,0,0,0,0,0,182,424
12:25:00,0,242,0,0,0,0,0,182,424
12:30:00,0,234,0,0,0,0,0,182,416
12:35:00,0,160,0,0,0,0,0,182,342
12:40:00,0,0,0,0,0,0,0,182,182
12:45:00,0,0,0,0,0,0,0,182,182
12:50:00,0,0,0,0,0,0,0,182,182
12:55:00,0,80,0,0,0,0,0,182,262
13:00:00,0,251,0,0,0,0,79,62,392
13:05:00,0,242,0,0,0,0,249,312,803
13:10:00,0,242,0,0,0,0,240,1562,2045
13:15:00,0,234,0,0,0,0,240,1562,2036
13:20:00,0,240,0,0,0,0,232,1562,2034
13:25:00,0,251,0,0,0,0,159,1562,1971
13:30:00,0,242,0,0,0,0,0,1562,1804
13:35:00,0,242,0,0,0,0,0,1562,1804
13:40:00,0,234,0,0,0,0,0,1562,1796
13:45:00,0,160,0,0,0,0,0,1562,1722
13:50:00,0,0,0,0,0,0,0,1562,1562
13:55:00,0,0,0,0,0,0,0,1562,1562
14:00:00,0,0,0,0,0,0,0,432,432
14:05:00,0,80,0,0,0,0,0,432,512
14:10:00,0,251,0,0,0,0,79,432,762
14:15:00,0,242,0,0,0,0,249,432,923
14:20:00,0,242,0,0,0,0,240,432,915
14:25:00,0,234,0,0,0,0,240,432,906
14:30:00,0,240,0,0,0,0,232,432,904
14:35:00,0,251,0,0,0,0,159,432,841
14:40:00,0,242,0,0,0,0,0,432,674
14:45:00,0,242,0,0,0,0,0,432,674
14:50:00,0,234,0,0,0,0,0,182,416
14:55:00,120,160,0,0,0,0,0,182,462
15:00:00,120,0,0,0,0,0,0,182,302
15:05:00,120,0,0,0,0,0,0,182,302
15:10:00,120,0,0,0,0,0,0,62,182
15:15:00,120,80,0,0,0,0,0,62,262
15:20:00,120,251,0,0,0,0,79,62,512
15:25:00,120,242,0,0,0,0,249,62,673
15:30:00,120,242,0,0,0,0,240,62,665
15:35:00,120,234,0,0,0,0,240,62,656
15:40:00,120,240,0,0,0,0,232,162,754
15:45:00,120,251,0,0,0,0,159,162,691
15:50:00,120,242,0,0,0,0,0,162,524
15:55:00,120,242,0,0,0,0,0,162,524
16:00:00,120,234,0,0,0,0,0,162,516
16:05:00,120,160,0,0,0,0,0,162,442
16:10:00,0,0,0,0,0,0,0,162,162
16:15:00,400,0,0,0,0,0,0,162,562
16:20:00,400,0,0,0,0,0,0,162,562
16:25:00,400,80,1600,0,0,0,0,162,2242
16:30:00,400,251,1600,0,0,0,79,262,2592
16:35:00,400,242,1600,0,0,0,249,262,2753
16:40:00,400,242,0,0,0,0,240,262,1145
16:45:00,400,234,0,0,0,0,240,262,1136
16:50:00,400,240,0,0,0,0,232,262,1134
16:55:00,400,251,0,0,0,0,159,262,1071
17:00:00,400,242,0,0,0,0,0,262,904
17:05:00,400,242,0,0,0,0,0,262,904
17:10:00,400,234,0,0,0,0,0,262,896
17:15:00,400,160,0,0,0,0,0,262,822
17:20:00,400,0,0,0,0,0,0,262,662
17:25:00,400,0,0,0,0,0,0,262,662
17:30:00,400,0,0,0,0,0,0,262,662
17:35:00,400,80,0,0,0,0,0,162,642
17:40:00,400,251,0,0,0,0,79,162,892
17:45:00,0,242,0,0,0,0,249,162,653
17:50:00,0,242,0,0,0,0,240,162,645
17:55:00,0,234,0,0,0,0,240,162,636
18:00:00,0,240,0,0,0,0,883,162,1285
18:05:00,0,251,0,0,0,0,79,162,492
18:10:00,0,242,0,0,0,0,0,1562,1804
18:15:00,200,242,0,0,0,0,0,1562,2004
18:20:00,200,234,0,0,0,0,0,1562,1996
18:25:00,200,160,0,0,0,0,0,1562,1922
18:30:00,200,0,0,0,0,0,79,1562,1841
18:35:00,200,0,0,0,0,0,249,1562,2011
18:40:00,200,0,0,0,0,0,257,1682,2139
18:45:00,600,80,0,0,0,0,249,1682,2610
18:50:00,600,251,0,0,0,0,240,182,1273
18:55:00,600,242,0,0,0,0,240,182,1265
19:00:00,600,242,0,0,0,0,232,182,1256
19:05:00,600,234,0,0,0,0,240,182,1256
19:10:00,800,240,0,0,0,0,232,282,1554
19:15:00,1200,251,0,0,0,0,199,322,1972
19:20:00,1000,242,0,0,0,0,79,322,1643
19:25:00,1000,242,0,0,0,0,0,322,1564
19:30:00,600,234,0,0,0,0,0,202,1036
19:35:00,600,160,0,0,0,0,0,102,862
19:40:00,1220,0,0,0,0,0,0,102,1322
19:45:00,1220,0,0,0,0,0,0,107,1327
19:50:00,1060,0,0,0,0,0,0,107,1167
19:55:00,1180,80,0,0,0,0,0,107,1367
20:00:00,1180,251,0,0,0,0,79,107,1617
20:05:00,1180,242,0,0,0,0,249,107,1778
20:10:00,1420,242,0,0,0,0,240,107,2010
20:15:00,1420,234,0,0,0,0,240,207,2101
20:20:00,1620,240,0,0,0,0,232,167,2259
20:25:00,800,251,0,0,0,0,159,267,1476
20:30:00,800,242,0,0,0,0,0,267,1309
20:35:00,800,242,0,0,0,0,0,297,1339
20:40:00,1380,234,0,0,0,0,0,297,1911
20:45:00,1380,160,0,0,0,0,0,1297,2837
20:50:00,1380,0,0,0,0,0,0,1297,2677
20:55:00,1580,0,0,0,0,0,0,1297,2877
21:00:00,1580,0,0,0,0,0,0,1167,2747
21:05:00,1580,80,0,0,0,0,0,1167,2827
21:10:00,1700,251,0,0,0,0,79,1167,3197
21:15:00,1700,242,0,0,0,0,249,1167,3358
21:20:00,1580,242,0,0,0,0,240,1167,3230
21:25:00,1580,234,0,0,0,0,240,1167,3221
21:30:00,1580,240,0,0,0,0,232,1167,3219
21:35:00,1340,251,0,0,0,0,159,162,1911
21:40:00,1340,242,0,0,0,0,0,282,1864
21:45:00,1740,242,0,0,0,0,0,282,2264
21:50:00,1740,234,0,0,0,0,0,282,2256
21:55:00,1860,160,0,0,0,0,0,282,2302
22:00:00,1660,0,0,0,0,0,0,282,1942
22:05:00,1660,0,0,0,0,0,0,182,1842
22:10:00,1660,0,0,0,0,0,0,212,1872
22:15:00,1660,80,0,0,0,0,0,212,1952
22:20:00,1660,251,0,0,0,0,79,212,2202
22:25:00,840,242,0,0,0,0,249,212,1543
22:30:00,520,242,0,0,0,0,240,212,1215
22:35:00,520,234,0,0,0,0,240,362,1356
22:40:00,520,240,0,0,0,0,232,462,1454
22:45:00,520,251,0,0,0,0,159,462,1391
22:50:00,520,242,0,0,0,0,0,582,1344
22:55:00,520,242,0,0,0,0,0,582,1344
23:00:00,520,234,0,0,0,0,0,582,1336
23:05:00,520,160,0,0,0,0,0,582,1262
23:10:00,520,0,0,0,0,0,0,582,1102
23:15:00,400,0,0,0,0,0,0,462,862
23:20:00,400,0,0,0,0,0,0,462,862
23:25:00,400,80,0,0,0,0,0,462,942
23:30:00,400,251,0,0,0,0,79,462,1192
23:35:00,0,242,0,0,0,0,249,342,833
23:40:00,0,242,0,0,0,0,240,242,725
23:45:00,0,234,0,0,0,0,240,1242,1716
23:50:00,0,240,0,0,0,0,232,1242,1714
23:55:00,0,251,0,0,0,0,159,1242,1651
0:00:00,240,160,0,0,0,0,0,92,492
0:05:00,240,0,0,0,0,0,79,92,411
0:10:00,240,0,0,0,0,0,249,92,581
0:15:00,240,0,0,0,0,0,240,92,572
0:20:00,240,0,0,0,0,0,240,92,572
0:25:00,0,80,0,0,0,0,232,92,404
0:30:00,0,251,0,0,0,0,159,92,501
0:35:00,0,242,0,0,0,0,0,92,334
0:40:00,0,242,0,0,0,0,0,92,334
0:45:00,0,314,0,0,0,0,0,92,406
0:50:00,0,411,0,0,0,0,0,62,473
0:55:00,0,242,0,0,0,0,0,62,304
1:00:00,0,242,0,0,0,0,0,62,304
1:05:00,0,890,0,0,0,0,0,62,952
1:10:00,0,80,0,0,0,0,0,62,142
1:15:00,0,0,0,0,0,0,79,62,141
1:20:00,0,0,0,0,0,0,249,62,311
1:25:00,0,0,0,0,0,0,240,62,302
1:30:00,0,0,0,0,0,0,240,62,302
1:35:00,0,159,0,0,0,0,883,162,1205
1:40:00,0,501,0,0,0,0,79,162,742
1:45:00,0,501,0,0,0,0,0,162,663
1:50:00,0,493,0,0,0,0,0,162,655
1:55:00,0,476,0,0,0,0,0,162,638
2:00:00,0,402,0,0,0,0,0,162,564
2:05:00,0,234,0,0,0,0,79,162,475
2:10:00,0,242,0,0,0,0,249,162,653
2:15:00,0,234,0,0,0,0,257,192,683
2:20:00,0,201,0,0,0,0,249,162,612
2:25:00,0,80,0,0,0,0,240,162,482
2:30:00,0,0,0,0,0,0,240,162,402
2:35:00,0,0,0,0,0,0,232,162,394
2:40:00,0,0,0,0,0,0,240,162,402
2:45:00,0,80,0,0,0,0,232,162,474
2:50:00,0,251,0,0,0,0,199,162,612
2:55:00,0,242,0,0,0,0,79,62,383
3:00:00,0,242,0,0,0,0,0,62,304
3:05:00,0,314,0,0,0,0,0,62,376
3:10:00,0,411,0,0,0,0,0,62,473
3:15:00,0,242,0,0,0,0,0,182,424
3:20:00,0,242,0,0,0,0,0,182,424
3:25:00,0,234,0,0,0,0,0,182,416
3:30:00,0,160,0,0,0,0,0,182,342
3:35:00,0,0,0,0,0,0,79,182,261
3:40:00,0,0,0,0,0,0,249,182,431
3:45:00,0,0,0,0,0,0,240,182,422
3:50:00,0,0,0,0,0,0,240,182,422
3:55:00,0,80,0,0,0,0,232,212,524
4:00:00,0,251,0,0,0,0,159,212,621
4:05:00,0,242,0,0,0,0,0,212,454
4:10:00,0,242,0,0,0,0,0,92,334
4:15:00,0,314,0,0,0,0,0,92,406
4:20:00,0,411,0,0,0,0,0,92,503
4:25:00,0,242,0,0,0,0,0,92,334
4:30:00,0,242,0,0,0,0,0,92,334
4:35:00,0,234,0,0,0,0,0,92,326
4:40:00,0,160,0,0,0,0,0,92,252
4:45:00,0,0,0,0,0,0,79,92,171
4:50:00,0,0,0,0,0,0,249,92,341
4:55:00,0,0,0,0,0,0,240,62,302
5:00:00,0,0,0,0,0,0,240,62,302
5:05:00,0,80,0,0,0,0,232,62,374
5:10:00,0,251,0,0,0,0,159,62,471
5:15:00,0,242,0,0,0,0,0,62,304
5:20:00,0,242,0,0,0,0,0,62,304
5:25:00,0,314,0,0,0,0,0,62,376
5:30:00,0,411,0,0,0,0,0,62,473
5:35:00,0,242,0,0,0,0,0,62,304
5:40:00,0,242,0,0,0,0,0,62,304
5:45:00,0,234,0,0,0,0,0,62,296
5:50:00,0,160,0,0,0,0,0,62,222
5:55:00,0,0,0,0,0,0,79,62,141
6:00:00,0,0,0,0,0,0,249,312,561
6:05:00,0,0,0,0,0,0,240,312,552
6:10:00,0,0,0,0,0,0,240,312,552
6:15:00,0,80,0,0,0,0,232,312,624
6:20:00,0,251,0,0,0,0,159,312,721
6:25:00,0,242,0,0,0,0,0,312,554
6:30:00,0,242,0,0,0,0,0,562,804
6:35:00,820,314,0,0,0,0,0,312,1446
6:40:00,820,411,0,0,0,0,0,312,1543
6:45:00,1640,242,0,0,0,0,0,312,2194
6:50:00,1640,242,0,0,0,0,0,312,2194
6:55:00,1640,234,0,0,0,0,0,312,2186
7:00:00,1640,160,0,0,0,0,0,312,2112
7:05:00,1640,0,0,0,0,0,79,312,2031
7:10:00,1640,0,0,0,0,0,249,312,2201
7:15:00,1640,0,0,0,0,0,240,352,2232
7:20:00,1640,0,0,0,0,0,240,352,2232
7:25:00,1880,80,0,0,0,0,232,102,2294
7:30:00,1640,251,0,0,0,0,159,102,2151
7:35:00,2040,242,1600,0,0,0,0,102,3984
7:40:00,2040,242,1600,0,0,0,0,102,3984
7:45:00,2040,314,1600,0,0,0,0,102,4056
7:50:00,2040,411,1600,0,0,0,0,102,4153
7:55:00,1220,242,1600,0,0,0,0,1602,4664
8:00:00,400,242,0,0,0,0,0,1702,2344
8:05:00,400,234,0,0,0,0,0,1702,2336
8:10:00,400,160,0,0,0,0,0,1732,2292
8:15:00,400,0,0,0,0,0,79,1732,2211
8:20:00,400,0,0,0,0,0,249,1632,2281
8:25:00,400,0,0,0,0,0,240,1592,2232
8:30:00,400,0,0,0,0,0,240,1592,2232
8:35:00,400,80,0,0,505,0,232,1592,2809
8:40:00,400,251,0,0,505,0,159,1592,2906
8:45:00,400,242,0,0,505,0,0,1592,2739
8:50:00,400,242,0,0,0,0,0,1592,2234
8:55:00,1220,314,0,0,0,0,0,1712,3246
9:00:00,1220,411,0,0,505,0,0,1742,3878
9:05:00,820,242,0,0,505,0,0,1742,3309
9:10:00,820,242,0,0,505,0,0,1742,3309
9:15:00,820,234,0,0,0,0,0,1742,2796
9:20:00,820,160,0,0,505,0,0,1742,3227
9:25:00,820,0,0,0,505,0,79,1622,3026
9:30:00,820,0,0,0,505,0,249,1622,3196
9:35:00,820,0,0,0,0,0,240,1622,2682
9:40:00,1220,0,0,0,0,0,240,1622,3082
9:45:00,1220,80,0,0,505,0,232,62,2099
9:50:00,1220,251,0,0,505,0,159,312,2446
9:55:00,1340,242,0,0,505,4115,0,412,6614
10:00:00,1340,242,0,0,0,4115,0,312,6009
10:05:00,1340,314,0,0,0,4115,0,312,6081
10:10:00,1220,411,0,0,0,4115,0,312,6058
10:15:00,1220,242,0,0,0,4115,0,312,5889
10:20:00,1220,242,0,0,0,4115,0,1312,6889
10:25:00,1220,234,0,0,0,0,0,1312,2766
10:30:00,1220,160,0,0,0,0,0,1412,2792
10:35:00,1220,0,0,0,0,0,79,1312,2611
10:40:00,1220,0,0,0,0,0,249,1062,2531
10:45:00,400,0,0,0,0,0,240,1062,1702
10:50:00,400,0,0,0,0,0,240,1062,1702
10:55:00,400,80,0,0,0,0,232,1062,1774
11:00:00,400,251,0,0,0,0,159,1062,1871
11:05:00,640,242,0,0,0,0,0,1062,1944
11:10:00,640,242,0,0,0,0,0,1062,1944
11:15:00,640,314,0,0,0,0,0,1062,2016
11:20:00,240,411,0,0,0,0,0,1062,1713
11:25:00,240,242,0,0,0,0,0,1062,1544
11:30:00,240,242,0,0,0,0,0,1062,1544
11:35:00,440,234,0,0,0,0,0,1062,1736
11:40:00,440,160,0,0,0,0,0,1062,1662
11:45:00,440,0,0,0,0,0,79,1062,1581
11:50:00,440,0,0,0,0,0,249,1062,1751
11:55:00,440,0,0,0,0,0,240,62,742
12:00:00,440,0,0,0,0,0,240,62,742
12:05:00,200,80,0,0,0,0,232,62,574
12:10:00,200,251,0,0,0,0,159,62,671
12:15:00,200,242,0,0,0,0,0,62,504
12:20:00,200,242,0,0,0,0,0,62,504
12:25:00,200,314,0,0,0,0,0,62,576
12:30:00,200,411,0,0,0,0,0,62,673
12:35:00,200,242,0,0,0,0,0,62,504
12:40:00,200,242,0,0,0,0,0,62,504
12:45:00,200,234,0,0,0,0,0,62,496
12:50:00,200,160,0,0,0,0,0,62,422
12:55:00,200,0,0,0,0,0,79,62,341
13:00:00,200,0,0,0,0,0,249,62,511
13:05:00,200,0,0,0,0,0,240,62,502
13:10:00,400,0,0,0,0,0,240,62,702
13:15:00,400,80,0,467,0,0,232,62,1241
13:20:00,400,251,0,467,0,0,159,62,1338
13:25:00,400,242,0,467,0,0,0,62,1171
13:30:00,400,242,0,467,0,0,0,62,1171
13:35:00,400,314,0,467,0,0,0,62,1243
13:40:00,400,411,0,467,0,0,0,62,1340
13:45:00,400,242,0,467,0,0,0,62,1171
13:50:00,400,242,0,0,0,0,0,62,704
13:55:00,400,234,0,0,0,0,0,62,696
14:00:00,400,160,0,0,0,0,0,62,622
14:05:00,0,0,0,0,0,0,79,62,141
14:10:00,0,0,0,0,0,0,249,62,311
14:15:00,0,0,0,0,0,0,240,62,302
14:20:00,0,0,0,0,0,0,240,62,302
14:25:00,0,80,0,0,0,0,232,62,374
14:30:00,0,251,0,0,0,0,159,62,471
14:35:00,0,242,0,0,0,0,0,62,304
14:40:00,0,242,0,0,0,0,0,62,304
14:45:00,200,970,0,0,0,0,0,62,1232
14:50:00,200,330,0,0,0,0,0,62,592
14:55:00,200,242,0,0,0,0,0,62,504
15:00:00,200,242,0,0,0,0,0,62,504
15:05:00,200,234,0,0,0,0,0,62,496
15:10:00,200,160,0,0,0,0,0,62,422
15:15:00,200,80,0,0,0,0,79,62,421
15:20:00,200,251,0,0,0,0,249,62,761
15:25:00,200,259,0,0,0,0,240,62,761
15:30:00,200,251,0,0,0,0,240,62,753
15:35:00,200,242,0,0,0,0,232,62,736
15:40:00,200,242,0,0,0,0,159,312,913
15:45:00,200,234,0,0,0,0,0,312,746
15:50:00,200,242,0,0,0,0,0,312,754
15:55:00,200,314,0,0,0,0,0,352,866
16:00:00,200,451,0,0,0,0,0,532,1183
16:05:00,200,322,0,0,0,0,0,532,1054
16:10:00,200,242,0,0,0,0,0,532,974
16:15:00,200,234,0,0,0,0,0,532,966
16:20:00,200,160,0,0,0,0,0,532,892
16:25:00,200,0,0,0,0,0,79,492,771
16:30:00,0,0,0,0,0,0,249,492,741
16:35:00,0,0,0,0,0,0,240,492,732
16:40:00,0,0,0,0,0,0,240,242,482
16:45:00,240,80,0,0,0,0,232,242,794
16:50:00,640,251,0,0,0,0,159,62,1111
16:55:00,640,242,0,0,0,0,0,62,944
17:00:00,360,242,0,0,505,0,0,102,1209
17:05:00,360,314,0,0,505,0,0,102,1281
17:10:00,360,411,0,0,505,0,0,102,1378
17:15:00,360,242,0,0,0,0,0,102,704
17:20:00,760,242,1600,0,0,0,0,102,2704
17:25:00,760,234,1600,0,505,0,0,102,3201
17:30:00,760,160,1600,0,505,0,0,102,3127
17:35:00,1000,0,1600,0,505,0,79,102,3286
17:40:00,1000,0,1600,0,0,0,249,102,2951
17:45:00,1000,0,1600,0,505,0,240,102,3447
17:50:00,1200,0,1600,0,505,0,240,102,3647
17:55:00,1200,80,1600,0,0,0,232,102,3214
18:00:00,1400,251,0,0,0,0,159,102,1911
18:05:00,1400,242,0,0,0,0,0,102,1744
18:10:00,1600,242,0,0,0,0,0,102,1944
18:15:00,1600,314,0,0,0,0,0,1602,3516
18:20:00,1600,411,0,0,0,0,0,1602,3613
18:25:00,1400,242,0,0,505,0,0,1632,3779
18:30:00,1160,242,0,0,505,0,0,132,2039
18:35:00,1160,234,0,0,0,0,0,132,1526
18:40:00,1160,160,0,0,0,0,0,132,1452
18:45:00,1040,0,0,0,0,0,79,132,1251
18:50:00,1040,0,0,0,0,0,249,132,1421
18:55:00,800,0,0,0,0,0,240,132,1172
19:00:00,1620,0,0,0,0,0,240,92,1952
19:05:00,1740,80,0,0,0,0,232,92,2144
19:10:00,1340,251,0,0,0,0,159,272,2021
19:15:00,1340,242,0,0,0,0,0,452,2034
19:20:00,1340,242,0,0,0,0,0,452,2034
19:25:00,1140,314,0,0,0,0,0,452,1906
19:30:00,1540,411,0,0,0,0,0,452,2403
19:35:00,1740,242,0,0,0,0,0,452,2434
19:40:00,1740,242,0,0,0,0,0,452,2434
19:45:00,1540,234,0,0,0,0,0,457,2231
19:50:00,1740,160,0,0,0,0,0,457,2357
19:55:00,1740,0,0,0,0,0,79,457,2276
20:00:00,1740,0,0,0,0,0,249,457,2446
20:05:00,2560,0,0,0,0,0,240,462,3262
20:10:00,2560,0,0,0,0,0,240,462,3262
20:15:00,2560,80,0,0,0,0,232,462,3334
20:20:00,1740,251,0,0,0,0,159,282,2431
20:25:00,1820,242,0,0,0,0,0,252,2314
20:30:00,2020,242,0,0,0,0,0,372,2634
20:35:00,2020,314,0,0,0,0,0,492,2826
20:40:00,1820,411,0,0,0,0,0,492,2723
20:45:00,600,242,0,0,0,0,0,492,1334
20:50:00,840,242,0,0,0,0,0,492,1574
20:55:00,840,234,0,0,0,0,0,492,1566
21:00:00,840,160,0,0,0,0,0,492,1492
21:05:00,840,0,0,0,0,0,79,492,1411
21:10:00,840,0,0,0,0,0,249,312,1401
21:15:00,1660,0,0,0,0,0,240,562,2462
21:20:00,1660,0,0,0,0,0,240,562,2462
21:25:00,1660,80,0,0,0,0,232,312,2284
21:30:00,1420,251,0,0,0,0,159,312,2141
21:35:00,1220,242,0,0,0,0,0,312,1774
21:40:00,1220,242,0,0,0,0,0,492,1954
21:45:00,1220,314,0,0,0,0,0,367,1901
21:50:00,1460,411,0,0,0,0,0,247,2118
21:55:00,1460,242,0,0,0,0,0,247,1949
22:00:00,1220,242,0,0,0,0,0,247,1709
22:05:00,1220,234,0,0,0,0,0,242,1696
22:10:00,1220,160,0,0,0,0,0,242,1622
22:15:00,1220,0,0,0,0,0,79,242,1541
