*title,can_gen_high_Y1,,,,,,,
*note,Each row corresponds to 5 minutes. The first row starts Jan 1 12:00,,,,,,,
*header,Lights,Refrigerator,Stove,Dishwasher,Washer,Dryer,Freezer,Other_appliances
*data,1180,242,0,0,0,0,249,107
*data,1420,242,0,0,0,0,240,107
*data,1420,234,0,0,0,0,240,207
*data,1620,240,0,0,0,0,232,167
*data,800,251,0,0,0,0,159,267
*data,800,242,0,0,0,0,0,267
*data,800,242,0,0,0,0,0,297
*data,1380,234,0,0,0,0,0,297
*data,1380,160,0,0,0,0,0,1297
*data,1380,0,0,0,0,0,0,1297
*data,1580,0,0,0,0,0,0,1297
*data,1580,0,0,0,0,0,0,1167
*data,1580,80,0,0,0,0,0,1167
*data,1700,251,0,0,0,0,79,1167
*data,1700,242,0,0,0,0,249,1167
*data,1580,242,0,0,0,0,240,1167
*data,1580,234,0,0,0,0,240,1167
*data,1580,240,0,0,0,0,232,1167
*data,1340,251,0,0,0,0,159,162
*data,1340,242,0,0,0,0,0,282
*data,1740,242,0,0,0,0,0,282
*data,1740,234,0,0,0,0,0,282
*data,1860,160,0,0,0,0,0,282
*data,1660,0,0,0,0,0,0,282
*data,1660,0,0,0,0,0,0,182
*data,1660,0,0,0,0,0,0,212
*data,1660,80,0,0,0,0,0,212
*data,1660,251,0,0,0,0,79,212
*data,840,242,0,0,0,0,249,212
*data,520,242,0,0,0,0,240,212
*data,520,234,0,0,0,0,240,362
*data,520,240,0,0,0,0,232,462
*data,520,251,0,0,0,0,159,462
*data,520,242,0,0,0,0,0,582
*data,520,242,0,0,0,0,0,582
*data,520,234,0,0,0,0,0,582
*data,520,160,0,0,0,0,0,582
*data,520,0,0,0,0,0,0,582
*data,400,0,0,0,0,0,0,462
*data,400,0,0,0,0,0,0,462
*data,400,80,0,0,0,0,0,462
*data,400,251,0,0,0,0,79,462
*data,0,242,0,0,0,0,249,342
*data,0,242,0,0,0,0,240,242
*data,0,234,0,0,0,0,240,1242
*data,0,240,0,0,0,0,232,1242
*data,0,251,0,0,0,0,159,1242
*data,240,160,0,0,0,0,0,92
*data,240,0,0,0,0,0,79,92
*data,240,0,0,0,0,0,249,92
*data,240,0,0,0,0,0,240,92
*data,240,0,0,0,0,0,240,92
*data,0,80,0,0,0,0,232,92
*data,0,251,0,0,0,0,159,92
*data,0,242,0,0,0,0,0,92
*data,0,242,0,0,0,0,0,92
*data,0,314,0,0,0,0,0,92
*data,0,411,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,890,0,0,0,0,0,62
*data,0,80,0,0,0,0,0,62
*data,0,0,0,0,0,0,79,62
*data,0,0,0,0,0,0,249,62
*data,0,0,0,0,0,0,240,62
*data,0,0,0,0,0,0,240,62
*data,0,159,0,0,0,0,883,162
*data,0,501,0,0,0,0,79,162
*data,0,501,0,0,0,0,0,162
*data,0,493,0,0,0,0,0,162
*data,0,476,0,0,0,0,0,162
*data,0,402,0,0,0,0,0,162
*data,0,234,0,0,0,0,79,162
*data,0,242,0,0,0,0,249,162
*data,0,234,0,0,0,0,257,192
*data,0,201,0,0,0,0,249,162
*data,0,80,0,0,0,0,240,162
*data,0,0,0,0,0,0,240,162
*data,0,0,0,0,0,0,232,162
*data,0,0,0,0,0,0,240,162
*data,0,80,0,0,0,0,232,162
*data,0,251,0,0,0,0,199,162
*data,0,242,0,0,0,0,79,62
*data,0,242,0,0,0,0,0,62
*data,0,314,0,0,0,0,0,62
*data,0,411,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,182
*data,0,242,0,0,0,0,0,182
*data,0,234,0,0,0,0,0,182
*data,0,160,0,0,0,0,0,182
*data,0,0,0,0,0,0,79,182
*data,0,0,0,0,0,0,249,182
*data,0,0,0,0,0,0,240,182
*data,0,0,0,0,0,0,240,182
*data,0,80,0,0,0,0,232,212
*data,0,251,0,0,0,0,159,212
*data,0,242,0,0,0,0,0,212
*data,0,242,0,0,0,0,0,92
*data,0,314,0,0,0,0,0,92
*data,0,411,0,0,0,0,0,92
*data,0,242,0,0,0,0,0,92
*data,0,242,0,0,0,0,0,92
*data,0,234,0,0,0,0,0,92
*data,0,160,0,0,0,0,0,92
*data,0,0,0,0,0,0,79,92
*data,0,0,0,0,0,0,249,92
*data,0,0,0,0,0,0,240,62
*data,0,0,0,0,0,0,240,62
*data,0,80,0,0,0,0,232,62
*data,0,251,0,0,0,0,159,62
*data,0,242,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,314,0,0,0,0,0,62
*data,0,411,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,234,0,0,0,0,0,62
*data,0,160,0,0,0,0,0,62
*data,0,0,0,0,0,0,79,62
*data,0,0,0,0,0,0,249,312
*data,0,0,0,0,0,0,240,312
*data,0,0,0,0,0,0,240,312
*data,0,80,0,0,0,0,232,312
*data,0,251,0,0,0,0,159,312
*data,0,242,0,0,0,0,0,312
*data,0,242,0,0,0,0,0,562
*data,820,314,0,0,0,0,0,312
*data,820,411,0,0,0,0,0,312
*data,1640,242,0,0,0,0,0,312
*data,1640,242,0,0,0,0,0,312
*data,1640,234,0,0,0,0,0,312
*data,1640,160,0,0,0,0,0,312
*data,1640,0,0,0,0,0,79,312
*data,1640,0,0,0,0,0,249,312
*data,1640,0,0,0,0,0,240,352
*data,1640,0,0,0,0,0,240,352
*data,1880,80,0,0,0,0,232,102
*data,1640,251,0,0,0,0,159,102
*data,2040,242,1600,0,0,0,0,102
*data,2040,242,1600,0,0,0,0,102
*data,2040,314,1600,0,0,0,0,102
*data,2040,411,1600,0,0,0,0,102
*data,1220,242,1600,0,0,0,0,1602
*data,400,242,0,0,0,0,0,1702
*data,400,234,0,0,0,0,0,1702
*data,400,160,0,0,0,0,0,1732
*data,400,0,0,0,0,0,79,1732
*data,400,0,0,0,0,0,249,1632
*data,400,0,0,0,0,0,240,1592
*data,400,0,0,0,0,0,240,1592
*data,400,80,0,0,505,0,232,1592
*data,400,251,0,0,505,0,159,1592
*data,400,242,0,0,505,0,0,1592
*data,400,242,0,0,0,0,0,1592
*data,1220,314,0,0,0,0,0,1712
*data,1220,411,0,0,505,0,0,1742
*data,820,242,0,0,505,0,0,1742
*data,820,242,0,0,505,0,0,1742
*data,820,234,0,0,0,0,0,1742
*data,820,160,0,0,505,0,0,1742
*data,820,0,0,0,505,0,79,1622
*data,820,0,0,0,505,0,249,1622
*data,820,0,0,0,0,0,240,1622
*data,1220,0,0,0,0,0,240,1622
*data,1220,80,0,0,505,0,232,62
*data,1220,251,0,0,505,0,159,312
*data,1340,242,0,0,505,4115,0,412
*data,1340,242,0,0,0,4115,0,312
*data,1340,314,0,0,0,4115,0,312
*data,1220,411,0,0,0,4115,0,312
*data,1220,242,0,0,0,4115,0,312
*data,1220,242,0,0,0,4115,0,1312
*data,1220,234,0,0,0,0,0,1312
*data,1220,160,0,0,0,0,0,1412
*data,1220,0,0,0,0,0,79,1312
*data,1220,0,0,0,0,0,249,1062
*data,400,0,0,0,0,0,240,1062
*data,400,0,0,0,0,0,240,1062
*data,400,80,0,0,0,0,232,1062
*data,400,251,0,0,0,0,159,1062
*data,640,242,0,0,0,0,0,1062
*data,640,242,0,0,0,0,0,1062
*data,640,314,0,0,0,0,0,1062
*data,240,411,0,0,0,0,0,1062
*data,240,242,0,0,0,0,0,1062
*data,240,242,0,0,0,0,0,1062
*data,440,234,0,0,0,0,0,1062
*data,440,160,0,0,0,0,0,1062
*data,440,0,0,0,0,0,79,1062
*data,440,0,0,0,0,0,249,1062
*data,440,0,0,0,0,0,240,62
*data,440,0,0,0,0,0,240,62
*data,200,80,0,0,0,0,232,62
*data,200,251,0,0,0,0,159,62
*data,200,242,0,0,0,0,0,62
*data,200,242,0,0,0,0,0,62
*data,200,314,0,0,0,0,0,62
*data,200,411,0,0,0,0,0,62
*data,200,242,0,0,0,0,0,62
*data,200,242,0,0,0,0,0,62
*data,200,234,0,0,0,0,0,62
*data,200,160,0,0,0,0,0,62
*data,200,0,0,0,0,0,79,62
*data,200,0,0,0,0,0,249,62
*data,200,0,0,0,0,0,240,62
*data,400,0,0,0,0,0,240,62
*data,400,80,0,467,0,0,232,62
*data,400,251,0,467,0,0,159,62
*data,400,242,0,467,0,0,0,62
*data,400,242,0,467,0,0,0,62
*data,400,314,0,467,0,0,0,62
*data,400,411,0,467,0,0,0,62
*data,400,242,0,467,0,0,0,62
*data,400,242,0,0,0,0,0,62
*data,400,234,0,0,0,0,0,62
*data,400,160,0,0,0,0,0,62
*data,0,0,0,0,0,0,79,62
*data,0,0,0,0,0,0,249,62
*data,0,0,0,0,0,0,240,62
*data,0,0,0,0,0,0,240,62
*data,0,80,0,0,0,0,232,62
*data,0,251,0,0,0,0,159,62
*data,0,242,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,200,970,0,0,0,0,0,62
*data,200,330,0,0,0,0,0,62
*data,200,242,0,0,0,0,0,62
*data,200,242,0,0,0,0,0,62
*data,200,234,0,0,0,0,0,62
*data,200,160,0,0,0,0,0,62
*data,200,80,0,0,0,0,79,62
*data,200,251,0,0,0,0,249,62
*data,200,259,0,0,0,0,240,62
*data,200,251,0,0,0,0,240,62
*data,200,242,0,0,0,0,232,62
*data,200,242,0,0,0,0,159,312
*data,200,234,0,0,0,0,0,312
*data,200,242,0,0,0,0,0,312
*data,200,314,0,0,0,0,0,352
*data,200,451,0,0,0,0,0,532
*data,200,322,0,0,0,0,0,532
*data,200,242,0,0,0,0,0,532
*data,200,234,0,0,0,0,0,532
*data,200,160,0,0,0,0,0,532
*data,200,0,0,0,0,0,79,492
*data,0,0,0,0,0,0,249,492
*data,0,0,0,0,0,0,240,492
*data,0,0,0,0,0,0,240,242
*data,240,80,0,0,0,0,232,242
*data,640,251,0,0,0,0,159,62
*data,640,242,0,0,0,0,0,62
*data,360,242,0,0,505,0,0,102
*data,360,314,0,0,505,0,0,102
*data,360,411,0,0,505,0,0,102
*data,360,242,0,0,0,0,0,102
*data,760,242,1600,0,0,0,0,102
*data,760,234,1600,0,505,0,0,102
*data,760,160,1600,0,505,0,0,102
*data,1000,0,1600,0,505,0,79,102
*data,1000,0,1600,0,0,0,249,102
*data,1000,0,1600,0,505,0,240,102
*data,1200,0,1600,0,505,0,240,102
*data,1200,80,1600,0,0,0,232,102
*data,1400,251,0,0,0,0,159,102
*data,1400,242,0,0,0,0,0,102
*data,1600,242,0,0,0,0,0,102
*data,1600,314,0,0,0,0,0,1602
*data,1600,411,0,0,0,0,0,1602
*data,1400,242,0,0,505,0,0,1632
*data,1160,242,0,0,505,0,0,132
*data,1160,234,0,0,0,0,0,132
*data,1160,160,0,0,0,0,0,132
*data,1040,0,0,0,0,0,79,132
*data,1040,0,0,0,0,0,249,132
*data,800,0,0,0,0,0,240,132
*data,1620,0,0,0,0,0,240,92
*data,1740,80,0,0,0,0,232,92
*data,1340,251,0,0,0,0,159,272
*data,1340,242,0,0,0,0,0,452
*data,1340,242,0,0,0,0,0,452
*data,1140,314,0,0,0,0,0,452
*data,1540,411,0,0,0,0,0,452
*data,1740,242,0,0,0,0,0,452
*data,1740,242,0,0,0,0,0,452
*data,1540,234,0,0,0,0,0,457
*data,1740,160,0,0,0,0,0,457
*data,1740,0,0,0,0,0,79,457
*data,1740,0,0,0,0,0,249,457
*data,2560,0,0,0,0,0,240,462
*data,2560,0,0,0,0,0,240,462
*data,2560,80,0,0,0,0,232,462
*data,1740,251,0,0,0,0,159,282
*data,1820,242,0,0,0,0,0,252
*data,2020,242,0,0,0,0,0,372
*data,2020,314,0,0,0,0,0,492
*data,1820,411,0,0,0,0,0,492
*data,600,242,0,0,0,0,0,492
*data,840,242,0,0,0,0,0,492
*data,840,234,0,0,0,0,0,492
*data,840,160,0,0,0,0,0,492
*data,840,0,0,0,0,0,79,492
*data,840,0,0,0,0,0,249,312
*data,1660,0,0,0,0,0,240,562
*data,1660,0,0,0,0,0,240,562
*data,1660,80,0,0,0,0,232,312
*data,1420,251,0,0,0,0,159,312
*data,1220,242,0,0,0,0,0,312
*data,1220,242,0,0,0,0,0,492
*data,1220,314,0,0,0,0,0,367
*data,1460,411,0,0,0,0,0,247
*data,1460,242,0,0,0,0,0,247
*data,1220,242,0,0,0,0,0,247
*data,1220,234,0,0,0,0,0,242
*data,1220,160,0,0,0,0,0,242
*data,1220,0,0,0,0,0,79,242
*data,1020,0,0,0,0,0,249,242
*data,1020,0,0,0,0,0,240,242
*data,820,0,0,0,0,0,240,242
*data,820,80,0,0,0,0,232,242
*data,820,251,0,0,0,0,159,242
*data,820,242,0,0,0,0,0,62
*data,820,242,0,0,0,0,0,62
*data,820,314,0,0,0,0,0,62
*data,820,411,0,0,0,0,0,62
*data,820,242,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,234,0,0,0,0,0,62
*data,0,160,0,0,0,0,0,62
*data,0,0,0,0,0,0,79,62
*data,0,0,0,0,0,0,249,62
*data,0,0,0,0,0,0,240,62
*data,0,0,0,0,0,0,240,62
*data,0,80,0,0,0,0,232,62
*data,0,251,0,0,0,0,159,62
*data,0,242,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,412
*data,0,0,0,0,0,0,0,412
*data,0,0,0,0,0,0,0,412
*data,0,80,0,0,0,0,0,1412
*data,0,251,0,0,0,0,79,1532
*data,0,322,0,0,0,0,249,1312
*data,0,493,0,0,0,0,240,1312
*data,0,476,0,0,0,0,240,1062
*data,0,402,0,0,0,0,232,1062
*data,0,234,0,0,0,0,159,1062
*data,0,160,0,0,0,0,0,1062
*data,0,0,1600,0,0,0,0,1062
*data,0,0,1600,0,0,0,0,1062
*data,0,0,1600,0,0,0,0,1062
*data,0,0,1600,0,0,0,0,1062
*data,0,0,1600,0,0,0,0,1067
*data,0,0,1600,0,0,0,0,1067
*data,0,80,1600,0,0,0,0,1067
*data,0,251,1600,0,0,0,79,1067
*data,0,322,1600,0,0,0,249,1067
*data,0,493,1600,0,0,0,240,1247
*data,0,476,1600,0,0,0,240,1247
*data,0,402,1600,0,0,0,232,1247
*data,0,234,1600,0,0,0,159,1247
*data,0,160,1600,0,0,0,0,1247
*data,0,0,0,0,0,0,0,67
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,92
*data,0,0,0,0,0,0,0,192
*data,0,80,0,0,0,0,0,192
*data,0,251,0,0,0,0,79,192
*data,0,322,0,0,0,0,249,192
*data,0,493,0,0,0,0,240,192
*data,0,476,0,0,0,0,240,192
*data,0,402,0,0,0,0,232,192
*data,0,234,0,0,0,0,159,92
*data,0,160,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,162
*data,0,0,0,0,0,0,0,282
*data,0,0,0,0,0,0,0,282
*data,0,0,0,0,0,0,0,282
*data,0,0,0,0,0,0,0,282
*data,0,0,0,0,0,0,0,282
*data,0,80,0,0,0,0,0,282
*data,0,251,0,0,0,0,79,282
*data,0,322,0,0,0,0,249,282
*data,0,493,0,0,0,0,240,282
*data,0,476,0,0,0,0,240,282
*data,0,402,0,0,0,0,232,282
*data,0,234,0,0,0,0,159,282
*data,0,160,0,0,0,0,0,282
*data,0,0,0,0,0,0,0,282
*data,0,0,0,0,0,0,0,282
*data,0,0,0,0,0,0,0,282
*data,0,0,0,0,0,0,0,282
*data,0,0,0,0,0,0,0,282
*data,0,0,0,0,0,0,0,182
*data,0,80,0,0,0,0,0,182
*data,0,251,0,0,0,0,79,182
*data,0,322,0,0,0,0,249,62
*data,0,493,0,0,0,0,240,62
*data,0,476,0,0,0,0,240,62
*data,0,402,0,0,0,0,232,62
*data,0,234,0,0,0,0,159,62
*data,0,160,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,200,80,0,0,0,0,0,62
*data,200,251,0,0,0,0,79,62
*data,200,322,0,0,0,0,249,62
*data,200,493,0,0,0,0,240,62
*data,200,476,0,0,0,0,240,62
*data,600,402,0,0,0,0,232,62
*data,520,234,0,0,0,0,159,62
*data,520,160,0,0,0,0,0,62
*data,520,0,0,0,0,0,0,62
*data,520,0,0,0,0,0,0,62
*data,520,0,0,0,0,0,0,62
*data,1340,0,0,0,0,0,0,62
*data,1340,0,0,0,0,0,0,62
*data,1340,0,0,0,0,0,0,62
*data,1340,80,0,0,0,0,0,62
*data,1340,251,0,0,0,0,79,62
*data,1340,322,0,0,0,0,249,182
*data,1540,493,0,0,0,0,240,302
*data,1540,1132,0,0,0,0,240,302
*data,1660,322,0,0,0,0,232,302
*data,1660,234,0,0,0,0,159,302
*data,1660,160,0,0,0,0,0,92
*data,1660,0,0,0,0,0,0,192
*data,1540,0,0,0,0,0,0,122
*data,1540,80,0,0,0,0,0,122
*data,1540,251,0,0,0,0,0,122
*data,1540,259,0,0,0,0,0,122
*data,1540,251,0,0,0,0,0,122
*data,1540,242,0,0,0,0,0,122
*data,1140,242,0,0,0,0,79,122
*data,320,314,0,0,0,0,249,122
*data,320,493,0,0,0,0,240,122
*data,320,476,0,0,0,0,240,122
*data,320,443,0,0,0,0,232,122
*data,320,314,0,0,0,0,159,122
*data,200,160,0,0,0,0,0,122
*data,1020,0,0,0,0,0,0,152
*data,1840,0,0,0,0,0,0,152
*data,1840,0,0,0,0,0,0,152
*data,1640,0,0,0,0,0,0,122
*data,1640,0,0,0,0,0,0,122
*data,1640,0,0,0,0,0,0,122
*data,1640,80,0,0,0,0,0,92
*data,1640,251,0,0,0,0,79,92
*data,1640,322,0,0,0,0,249,62
*data,1640,493,0,0,0,0,240,62
*data,1640,476,0,0,0,0,240,92
*data,1640,402,0,0,0,0,232,92
*data,1640,234,0,0,0,0,159,92
*data,1640,160,0,0,0,0,0,92
*data,1640,0,0,0,0,0,0,92
*data,820,0,0,0,0,0,0,92
*data,820,0,0,0,0,0,0,92
*data,820,0,0,0,0,0,0,92
*data,820,0,0,0,0,0,0,62
*data,820,0,0,0,0,0,0,92
*data,820,80,0,0,0,0,0,92
*data,0,251,0,0,0,0,79,92
