*title,can_gen_med_Y1,,,,,,,
*note,Each row corresponds to 5 minutes. The first row starts Jan 1 12:00,,,,,,,
*header,Lights,Refrigerator,Stove,Dishwasher,Washer,Dryer,Freezer,Other_appliances
*data,200,251,0,0,0,0,61,62
*data,200,242,0,0,0,0,191,62
*data,610,242,0,0,0,0,185,62
*data,410,234,0,0,0,0,185,62
*data,410,160,0,0,0,0,178,62
*data,410,0,0,0,0,0,122,62
*data,410,0,0,0,0,0,0,62
*data,410,0,0,0,0,0,0,62
*data,510,0,0,0,0,0,0,62
*data,510,0,0,0,0,0,0,62
*data,410,0,0,0,0,0,0,62
*data,410,0,0,0,0,0,0,62
*data,610,0,0,0,0,0,0,62
*data,1020,80,0,0,0,0,0,62
*data,1020,251,0,0,0,0,61,62
*data,1020,242,0,0,0,0,191,62
*data,1020,242,0,0,0,0,185,62
*data,610,234,0,0,0,0,185,62
*data,610,160,0,0,0,0,178,162
*data,610,0,0,0,0,0,122,162
*data,610,0,0,0,0,0,0,167
*data,610,0,0,0,0,0,0,167
*data,610,0,0,0,0,0,0,167
*data,610,0,0,0,0,0,0,167
*data,670,0,0,0,0,0,0,417
*data,260,0,0,0,0,0,0,417
*data,260,0,0,0,0,0,0,417
*data,60,80,0,0,0,0,0,517
*data,60,251,0,0,0,0,61,517
*data,60,242,0,0,0,0,191,167
*data,60,242,0,0,0,0,185,167
*data,60,234,0,0,0,0,185,167
*data,60,160,0,0,0,0,178,167
*data,60,0,0,0,0,0,122,167
*data,60,0,0,0,0,0,0,162
*data,0,0,0,0,0,0,0,162
*data,0,0,0,0,0,0,0,162
*data,0,0,0,0,0,0,0,162
*data,0,0,0,0,0,0,0,162
*data,0,0,0,0,0,0,0,162
*data,0,0,0,0,0,0,0,62
*data,0,80,0,0,0,0,0,62
*data,0,251,0,0,0,0,61,62
*data,0,242,0,0,0,0,191,62
*data,0,242,0,0,0,0,185,62
*data,0,234,0,0,0,0,185,62
*data,0,160,0,0,0,0,178,62
*data,0,0,0,0,505,0,122,62
*data,0,0,0,0,505,0,0,62
*data,0,0,0,0,505,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,505,0,0,62
*data,120,0,0,0,505,0,0,62
*data,120,0,0,0,505,0,0,62
*data,120,80,0,0,0,0,0,62
*data,120,251,0,0,0,0,61,92
*data,0,242,0,0,0,0,191,92
*data,0,242,0,0,0,0,185,92
*data,0,234,0,0,0,0,185,92
*data,0,160,0,0,0,0,178,92
*data,0,0,0,0,0,0,122,92
*data,0,0,0,0,0,0,0,92
*data,0,0,0,0,0,0,0,92
*data,0,0,0,0,0,0,0,92
*data,0,0,0,0,0,0,0,92
*data,0,0,0,0,0,0,0,192
*data,0,0,0,0,0,4115,0,192
*data,0,0,1600,0,0,4115,0,162
*data,0,80,1600,0,0,4115,0,162
*data,0,251,1600,0,0,4115,61,192
*data,200,242,1600,0,0,4115,191,192
*data,200,242,1600,0,0,4115,185,192
*data,200,234,1600,0,0,4115,185,192
*data,200,160,1600,0,0,4115,679,92
*data,200,0,1600,0,0,0,61,92
*data,300,0,1600,0,0,0,0,92
*data,300,0,1600,0,0,0,0,62
*data,300,0,1600,0,0,0,0,62
*data,300,0,1600,0,0,0,0,62
*data,300,0,1600,0,0,0,61,62
*data,300,0,1600,0,0,0,191,62
*data,300,0,0,0,0,0,197,62
*data,200,80,0,0,0,0,191,62
*data,200,251,0,0,0,0,185,62
*data,200,242,0,0,0,0,185,62
*data,200,242,0,0,0,0,178,62
*data,200,234,0,0,0,0,185,62
*data,200,160,0,0,0,0,178,62
*data,200,0,0,0,0,0,153,62
*data,200,0,0,0,0,0,61,62
*data,0,0,0,0,0,0,0,162
*data,0,0,0,0,0,0,0,162
*data,0,0,0,0,0,0,0,162
*data,0,0,1600,0,0,0,0,1662
*data,0,0,1600,0,0,0,0,1662
*data,0,0,1600,0,0,0,0,162
*data,0,80,0,0,0,0,0,162
*data,0,251,0,0,0,0,61,162
*data,0,242,0,0,0,0,191,162
*data,0,242,0,0,0,0,185,162
*data,0,234,0,0,0,0,185,162
*data,0,160,0,0,0,0,178,62
*data,0,0,0,0,0,0,122,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,80,0,0,0,0,0,62
*data,0,251,0,0,0,0,61,62
*data,0,242,0,0,0,0,191,62
*data,0,242,0,0,0,0,185,62
*data,0,234,0,0,0,0,185,62
*data,0,160,0,0,0,0,178,62
*data,0,0,0,0,0,0,122,62
*data,120,0,0,0,0,0,0,62
*data,120,0,0,0,0,0,0,62
*data,120,0,0,0,0,0,0,62
*data,120,0,0,0,0,0,0,62
*data,120,0,0,0,0,0,0,62
*data,120,0,0,0,0,0,0,62
*data,120,0,0,0,0,0,0,62
*data,120,80,0,0,0,0,0,62
*data,120,251,0,0,0,0,61,62
*data,0,242,0,0,0,0,191,62
*data,0,242,0,0,0,0,185,62
*data,0,234,0,0,0,0,185,62
*data,0,160,0,0,0,0,178,62
*data,0,0,0,0,0,0,122,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,242
*data,0,0,0,0,0,0,0,242
*data,0,0,0,0,0,0,0,242
*data,0,0,0,0,0,0,0,242
*data,0,80,0,0,0,0,0,342
*data,0,251,0,0,0,0,61,242
*data,200,242,0,0,0,0,191,242
*data,0,242,0,0,0,0,185,1492
*data,60,234,0,0,0,0,185,1492
*data,60,160,0,0,0,0,178,1492
*data,60,0,0,0,0,0,122,1492
*data,120,0,0,0,0,0,0,1492
*data,120,0,0,0,0,0,0,1312
*data,530,0,0,0,0,0,0,1312
*data,530,0,0,0,0,0,0,1312
*data,940,0,0,0,0,0,0,1312
*data,1140,0,0,0,0,0,0,62
*data,1140,0,0,0,0,0,0,62
*data,1140,80,0,467,0,0,0,182
*data,1140,251,0,467,0,0,61,182
*data,1550,242,0,467,0,0,191,182
*data,1550,242,0,467,0,0,185,182
*data,1550,234,0,467,0,0,185,182
*data,1490,160,0,467,0,0,178,182
*data,1490,0,0,467,0,0,122,182
*data,1490,0,0,467,0,0,0,182
*data,1490,0,0,467,0,0,0,182
*data,1840,0,0,0,0,0,0,182
*data,1840,0,0,0,0,0,0,312
*data,1960,0,0,0,0,0,0,312
*data,2250,0,0,0,0,0,0,342
*data,1840,0,0,0,0,0,0,342
*data,1940,80,0,0,0,0,0,342
*data,1530,251,0,0,0,0,61,342
*data,810,242,0,0,0,0,191,342
*data,1010,242,0,0,0,0,185,92
*data,1220,234,0,0,0,0,185,92
*data,1220,160,0,0,0,0,178,92
*data,1630,0,0,0,0,0,122,92
*data,1630,0,0,0,0,0,0,92
*data,1630,0,0,0,0,0,0,122
*data,1690,0,0,0,0,0,0,122
*data,1280,0,0,0,0,0,0,122
*data,1380,0,0,0,0,0,0,122
*data,1380,0,0,0,0,0,0,122
*data,1500,0,0,0,0,0,0,122
*data,1400,80,0,0,0,0,0,122
*data,1400,251,0,0,0,0,61,122
*data,1090,242,0,0,0,0,191,122
*data,1090,242,0,0,0,0,185,122
*data,1090,234,0,0,0,0,185,122
*data,1210,160,0,0,0,0,178,92
*data,1210,0,0,0,0,0,122,92
*data,1210,0,0,0,0,0,0,92
*data,1310,0,0,0,0,0,0,162
*data,900,0,0,0,0,0,0,162
*data,1000,0,0,0,0,0,0,162
*data,1120,0,0,0,0,0,0,162
*data,900,0,0,0,505,0,0,162
*data,700,0,0,0,505,0,0,162
*data,700,80,0,0,505,0,0,162
*data,700,251,0,0,0,0,61,162
*data,580,242,0,0,0,0,191,162
*data,520,242,0,0,505,0,185,162
*data,520,234,0,0,505,0,185,162
*data,520,160,0,0,505,0,178,162
*data,320,0,0,0,0,0,122,162
*data,320,0,0,0,0,0,0,162
*data,320,0,0,0,0,0,0,162
*data,320,0,0,0,0,0,0,192
*data,320,0,0,0,0,0,0,192
*data,320,0,0,0,0,0,0,412
*data,320,0,0,0,0,0,0,412
*data,320,0,0,0,0,0,0,412
*data,220,80,0,0,0,0,0,412
*data,100,251,0,0,0,4115,61,412
*data,100,242,0,0,0,4115,191,412
*data,100,242,0,0,0,4115,185,342
*data,100,890,0,0,0,4115,185,342
*data,100,80,0,0,0,4115,178,92
*data,0,0,0,0,0,4115,122,92
*data,0,0,0,0,0,0,0,92
*data,0,0,0,0,0,0,0,92
*data,0,0,0,0,0,0,0,92
*data,0,80,0,0,0,0,0,92
*data,0,251,0,0,0,0,0,92
*data,0,259,0,0,0,0,0,92
*data,0,251,0,0,0,0,0,92
*data,0,242,0,0,0,0,0,92
*data,100,0,0,0,0,0,61,97
*data,100,0,0,0,0,0,191,97
*data,100,0,0,0,0,0,185,97
*data,100,80,0,0,0,0,185,97
*data,100,251,0,0,0,0,178,97
*data,100,242,0,0,0,0,122,97
*data,100,242,0,0,0,0,0,97
*data,100,234,0,0,0,0,0,342
*data,100,160,0,0,0,0,0,342
*data,100,0,0,0,0,0,0,342
*data,100,0,0,0,0,0,0,342
*data,0,0,0,0,0,0,0,312
*data,0,0,0,0,0,0,0,312
*data,0,0,0,0,0,0,0,312
*data,0,0,0,0,0,0,61,312
*data,0,0,0,0,0,0,191,312
*data,0,0,0,0,0,0,185,312
*data,0,80,0,0,0,0,185,312
*data,0,251,0,0,0,0,178,312
*data,120,242,0,0,0,0,122,352
*data,120,242,0,0,0,0,0,352
*data,120,234,0,0,0,0,0,352
*data,120,160,0,0,0,0,0,352
*data,0,0,0,0,0,0,0,102
*data,0,0,0,0,0,0,0,132
*data,0,0,0,0,0,0,0,132
*data,0,0,0,0,0,0,0,132
*data,0,0,0,0,0,0,0,102
*data,0,0,0,0,0,0,61,102
*data,0,0,0,0,0,0,191,62
*data,0,0,0,0,0,0,185,62
*data,0,80,0,0,0,0,185,162
*data,0,251,0,0,0,0,178,162
*data,0,242,0,0,0,0,122,162
*data,0,242,0,0,0,0,0,162
*data,0,234,0,0,0,0,0,162
*data,0,160,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,200,0,0,0,0,0,0,62
*data,200,0,0,0,0,0,0,62
*data,200,0,0,0,0,0,0,62
*data,610,0,0,0,0,0,0,62
*data,610,0,0,0,0,0,61,62
*data,610,0,0,0,0,0,191,182
*data,610,0,0,0,0,0,185,182
*data,610,80,0,0,0,0,185,182
*data,610,251,0,0,0,0,178,182
*data,610,242,0,0,0,0,122,182
*data,610,242,0,0,0,0,0,182
*data,610,234,0,0,0,0,0,62
*data,610,160,0,0,0,0,0,62
*data,610,0,0,0,0,0,0,62
*data,610,0,0,0,0,0,0,62
*data,610,0,0,0,0,0,0,62
*data,610,0,0,0,0,0,0,62
*data,410,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,61,62
*data,0,0,0,0,0,0,191,62
*data,0,0,0,0,0,0,185,62
*data,0,80,0,0,0,0,185,62
*data,410,251,0,0,0,0,178,62
*data,410,242,0,0,0,0,122,62
*data,410,242,0,0,0,0,0,62
*data,410,234,0,0,0,0,0,92
*data,410,160,0,0,0,0,0,92
*data,410,0,0,0,0,0,0,92
*data,410,0,0,0,0,0,0,92
*data,410,0,0,0,0,0,0,92
*data,410,0,0,0,0,0,0,92
*data,410,0,0,0,0,0,0,92
*data,410,0,0,0,0,0,61,92
*data,410,0,0,0,0,0,191,92
*data,410,0,0,0,0,0,185,92
*data,0,80,0,0,0,0,185,92
*data,0,251,0,0,0,0,178,92
*data,0,242,0,0,0,0,122,92
*data,200,242,0,0,0,0,0,122
*data,200,234,0,0,0,0,0,1122
*data,200,160,0,0,0,0,0,1122
*data,200,0,0,0,0,0,0,1122
*data,200,0,0,0,0,0,0,1122
*data,200,0,0,0,0,0,0,1122
*data,200,0,0,0,0,0,0,1122
*data,200,0,0,0,0,0,0,1122
*data,200,0,0,0,0,0,61,1122
*data,260,0,0,0,0,0,191,1092
*data,180,0,0,0,0,0,185,1092
*data,180,80,0,0,0,0,185,1092
*data,180,251,0,0,0,0,178,1092
*data,60,242,0,0,0,0,122,1092
*data,60,242,0,0,0,0,0,1092
*data,60,234,0,0,0,0,0,1092
*data,60,160,0,0,0,0,0,1092
*data,60,0,0,0,505,0,0,1092
*data,60,0,0,0,505,0,0,1092
*data,60,0,0,0,505,0,0,1092
*data,60,0,0,0,0,0,0,1092
*data,60,0,0,0,0,0,0,1092
*data,60,0,0,0,505,0,61,1312
*data,60,0,0,0,505,0,191,1312
*data,60,0,0,0,505,0,185,312
*data,60,80,0,0,0,0,185,312
*data,0,251,0,0,0,0,178,312
*data,0,242,0,0,0,0,122,312
*data,410,242,0,0,0,0,0,312
*data,410,234,0,0,0,0,0,312
*data,410,160,0,0,0,0,0,312
*data,410,0,0,0,0,0,0,312
*data,410,0,0,0,0,4115,0,312
*data,410,0,0,0,0,4115,0,312
*data,410,0,0,0,0,4115,0,312
*data,410,0,0,0,0,4115,0,312
*data,410,0,0,0,0,4115,61,312
*data,410,0,0,0,0,4115,191,312
*data,410,0,0,0,0,4115,185,312
*data,410,80,0,0,0,4115,185,62
*data,410,251,0,0,0,4115,178,62
*data,410,242,0,0,0,4115,122,162
*data,410,242,0,0,0,0,0,162
*data,410,234,0,0,0,0,0,162
*data,410,160,0,0,0,0,0,162
*data,470,0,0,0,0,0,0,162
*data,470,0,0,0,0,0,0,162
*data,470,0,0,0,0,0,0,62
*data,410,0,0,0,0,0,0,62
*data,410,0,0,0,0,0,0,62
*data,820,0,0,0,0,0,61,62
*data,820,0,0,0,0,0,191,62
*data,410,0,0,0,0,0,185,62
*data,410,80,0,0,0,0,185,62
*data,410,251,0,0,0,0,178,62
*data,410,242,0,0,0,0,122,62
*data,410,242,0,0,0,0,0,62
*data,410,234,0,0,0,0,0,62
*data,410,160,0,0,0,0,0,62
*data,410,0,0,0,0,0,0,62
*data,410,0,0,0,0,0,0,62
*data,410,0,0,0,0,0,0,62
*data,410,0,0,0,0,0,0,62
*data,410,0,0,0,0,0,0,62
*data,410,0,0,0,0,0,61,62
*data,410,0,0,0,0,0,191,62
*data,410,0,0,0,0,0,185,62
*data,410,80,0,0,0,0,185,62
*data,410,251,0,0,0,0,178,62
*data,410,242,0,0,0,0,122,62
*data,0,242,0,0,0,0,0,62
*data,0,234,0,0,0,0,0,62
*data,0,160,0,0,0,0,0,312
*data,0,0,0,0,0,0,0,312
*data,0,0,0,0,0,0,0,312
*data,100,0,0,0,0,0,0,432
*data,100,0,0,0,0,0,0,432
*data,100,0,0,0,0,0,0,432
*data,100,0,1600,0,0,0,61,432
*data,100,0,1600,0,0,0,191,432
*data,100,0,1600,0,0,0,185,432
*data,100,80,1600,0,0,0,185,432
*data,100,251,1600,0,0,0,178,432
*data,100,242,1600,0,0,0,122,432
*data,100,242,1600,0,0,0,0,432
*data,100,234,1600,0,0,0,0,432
*data,100,160,1600,0,0,0,0,432
*data,100,0,0,0,0,0,0,312
*data,100,0,0,0,0,0,0,312
*data,100,0,0,0,0,0,0,312
*data,100,0,0,0,0,0,0,312
*data,100,0,0,0,0,0,0,312
*data,100,0,0,0,0,0,61,352
*data,100,0,0,0,0,0,191,352
*data,100,0,0,0,0,0,185,352
*data,100,80,0,0,0,0,185,352
*data,100,251,0,0,0,0,178,102
*data,0,242,0,0,0,0,122,132
*data,0,242,0,0,0,0,0,132
*data,0,234,0,0,0,0,0,102
*data,0,160,0,0,0,0,0,102
*data,0,0,0,0,0,0,0,102
*data,0,0,0,0,0,0,0,102
*data,0,0,0,0,0,0,0,102
*data,0,0,0,0,0,0,0,102
*data,0,0,0,0,0,0,0,102
*data,0,0,0,0,0,0,61,102
*data,0,0,0,0,0,0,191,102
*data,0,0,0,0,0,0,185,102
*data,0,80,0,0,0,0,185,102
*data,0,251,0,0,0,0,178,102
*data,200,242,0,0,0,0,122,102
*data,200,242,0,0,0,0,0,102
*data,200,234,0,0,0,0,0,102
*data,200,160,0,0,0,0,0,102
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,60,0,0,0,0,0,0,62
*data,160,0,0,0,0,0,0,62
*data,160,0,0,0,0,0,0,62
*data,160,0,0,0,0,0,61,62
*data,160,0,0,0,0,0,191,62
*data,220,0,0,0,0,0,185,62
*data,280,80,0,0,0,0,185,62
*data,280,251,0,0,0,0,178,62
*data,480,242,0,0,0,0,122,62
*data,480,242,0,0,0,0,0,62
*data,480,234,0,0,0,0,0,62
*data,480,160,0,0,0,0,0,242
*data,480,0,0,0,0,0,0,242
*data,480,0,0,0,0,0,0,242
*data,520,0,0,0,0,0,0,62
*data,520,0,0,0,0,0,0,242
*data,620,0,0,0,0,0,0,342
*data,1030,0,0,0,0,0,61,242
*data,1030,0,0,0,0,0,191,242
*data,930,0,0,0,0,0,185,242
*data,1030,80,0,0,0,0,185,242
*data,1030,251,0,0,0,0,178,1312
*data,1090,242,0,0,0,0,122,1312
*data,1090,242,0,0,0,0,0,1312
*data,970,234,0,0,0,0,0,1312
*data,970,160,0,0,0,0,0,1312
*data,970,0,0,0,0,0,0,1312
*data,970,0,0,0,0,0,0,1312
*data,970,0,0,0,0,0,0,1312
*data,970,0,0,0,0,0,0,1312
*data,1170,0,0,0,0,0,0,62
*data,1270,0,0,0,0,0,61,62
*data,600,0,0,0,0,0,191,62
*data,600,0,0,0,0,0,185,242
*data,600,80,0,0,0,0,185,242
*data,1010,251,0,0,0,0,178,242
*data,810,242,0,0,0,0,122,242
*data,710,242,0,0,0,0,0,422
*data,300,234,0,0,0,0,0,242
*data,710,160,0,0,0,0,0,242
*data,610,0,0,0,0,0,0,242
*data,610,0,0,0,0,0,0,242
*data,610,0,0,0,0,0,0,492
*data,610,0,0,0,0,0,0,1492
*data,610,0,0,0,0,0,0,1492
*data,610,0,0,0,0,0,61,1492
*data,610,0,0,0,0,0,191,1492
*data,610,0,0,0,0,0,185,1492
*data,730,80,0,0,0,0,185,1492
*data,530,251,0,0,0,0,178,1492
*data,530,242,0,0,0,0,122,1492
*data,530,242,0,0,0,0,0,1492
*data,530,234,0,0,0,0,0,1242
*data,530,160,0,0,0,0,0,1242
*data,120,0,0,0,0,0,0,1242
*data,120,0,0,0,0,0,0,1242
*data,0,0,0,0,0,0,0,1242
*data,200,0,0,0,0,0,0,1412
*data,200,0,0,0,0,0,0,1412
*data,200,0,0,0,0,0,61,1412
*data,200,0,0,0,0,0,191,1412
*data,200,0,0,0,0,0,185,1412
*data,0,80,0,0,0,0,185,1512
*data,0,251,0,0,0,0,178,512
*data,0,242,0,0,0,0,122,512
*data,0,242,0,0,0,0,0,512
*data,0,890,0,0,0,0,0,512
*data,200,80,0,0,0,0,0,632
*data,200,0,0,0,0,0,0,632
*data,200,0,0,0,0,0,0,632
*data,200,0,0,0,0,0,0,632
*data,200,0,0,0,0,0,0,632
*data,200,80,0,0,0,0,0,632
*data,200,251,0,0,0,0,61,632
*data,200,259,0,0,0,0,191,632
*data,260,251,0,0,0,0,185,732
*data,260,242,0,0,0,0,185,412
*data,60,242,0,0,0,0,178,312
*data,60,234,0,0,0,0,122,312
*data,60,242,0,0,0,0,0,312
*data,60,234,0,0,0,0,0,312
*data,60,201,0,0,0,0,0,312
*data,60,80,0,0,0,0,0,312
*data,60,0,0,0,0,0,0,312
*data,60,0,0,0,0,0,0,312
*data,60,0,0,0,0,0,0,192
*data,60,0,0,0,0,0,0,192
*data,60,0,0,0,0,0,61,192
*data,60,0,0,0,0,0,191,192
*data,60,0,0,0,0,0,185,442
*data,60,80,0,0,0,0,185,442
*data,60,251,0,0,0,0,679,442
*data,60,242,0,0,0,0,61,342
*data,60,242,0,0,0,0,0,312
*data,0,234,0,0,0,0,0,312
*data,0,0,0,0,0,0,178,62
*data,0,0,0,0,0,0,122,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,80,0,0,0,0,0,62
*data,0,251,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,234,0,0,0,0,0,62
*data,0,160,0,0,0,0,61,62
*data,0,0,0,0,0,0,191,62
*data,0,0,0,0,0,0,185,62
*data,0,0,0,0,0,0,185,62
*data,0,0,0,0,0,0,178,92
*data,0,0,0,0,0,0,122,92
*data,0,0,0,0,0,0,0,92
*data,0,0,0,0,0,0,0,92
*data,0,0,0,0,0,0,0,92
*data,0,80,0,0,0,0,0,92
*data,0,251,0,0,0,0,0,92
*data,0,242,0,0,0,0,0,92
*data,0,242,0,0,0,0,0,92
*data,0,234,0,0,0,0,0,92
*data,0,160,0,0,0,0,61,92
*data,0,0,0,0,0,0,191,92
*data,0,0,0,0,0,0,185,92
*data,0,0,0,0,0,0,185,62
*data,0,0,0,0,0,0,178,242
*data,0,0,0,0,0,0,122,242
*data,0,0,0,0,0,0,0,242
*data,0,0,0,0,0,0,0,242
*data,0,0,0,0,0,0,0,242
*data,0,80,0,0,0,0,0,242
*data,0,251,0,0,0,0,0,1242
*data,0,242,0,0,0,0,0,242
*data,0,242,0,0,0,0,0,242
*data,0,234,0,0,0,0,0,242
*data,0,160,0,0,0,0,61,242
*data,0,0,0,0,0,0,191,242
*data,0,0,0,0,0,0,185,242
*data,0,0,0,0,0,0,185,242
*data,0,0,0,0,0,0,178,242
*data,0,0,0,0,0,0,122,242
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,80,0,0,0,0,0,62
*data,0,251,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,162
*data,0,234,0,0,0,0,0,162
*data,0,160,0,0,0,0,61,162
*data,0,0,0,0,0,0,191,162
*data,0,0,0,0,0,0,185,162
*data,0,0,0,0,0,0,185,162
*data,0,0,0,0,0,0,178,162
*data,0,0,0,0,0,0,122,162
*data,0,0,0,0,0,0,0,162
*data,0,0,0,0,0,0,0,162
*data,0,0,0,0,0,0,0,62
*data,0,80,0,0,0,0,0,62
*data,0,251,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,62
*data,0,234,0,0,0,0,0,62
*data,0,160,0,0,0,0,61,62
*data,0,0,0,0,0,0,191,62
*data,410,0,0,0,0,0,185,62
*data,0,0,0,0,0,0,185,62
*data,0,0,0,0,0,0,178,62
*data,410,0,0,0,0,0,122,62
*data,410,0,0,0,0,0,0,62
*data,410,0,0,0,0,0,0,62
*data,410,0,0,0,0,0,0,62
*data,410,80,0,0,0,0,0,62
*data,410,251,0,0,0,0,0,62
*data,410,242,0,0,0,0,0,62
*data,410,242,0,0,0,0,0,62
*data,410,234,0,0,0,0,0,62
*data,510,160,0,0,0,0,61,62
*data,220,0,0,0,0,0,191,62
*data,220,0,0,0,0,0,185,62
*data,220,0,0,0,0,0,185,62
*data,220,0,0,0,0,0,178,62
*data,220,0,0,0,0,0,122,62
*data,220,0,0,0,0,0,0,62
*data,220,0,0,0,0,0,0,62
*data,220,0,0,0,0,0,0,62
*data,220,80,0,0,0,0,0,62
*data,220,251,0,0,0,0,0,62
*data,220,242,0,0,0,0,0,62
*data,220,242,0,0,0,0,0,62
*data,220,234,0,0,0,0,0,62
*data,220,160,0,0,0,0,61,62
*data,220,0,0,0,0,0,191,62
*data,220,0,0,0,0,0,185,62
*data,220,0,0,0,0,0,185,62
*data,220,0,0,0,0,0,178,62
*data,100,0,0,0,0,0,122,62
*data,100,0,0,0,0,0,0,62
*data,100,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,100,80,0,0,0,0,0,62
*data,100,251,0,0,0,0,0,62
*data,100,242,0,0,0,0,0,62
*data,100,242,0,0,0,0,0,62
*data,100,234,0,0,0,0,0,62
*data,100,160,0,0,0,0,61,62
*data,100,0,0,0,0,0,191,62
*data,100,0,0,0,0,0,185,62
*data,100,0,0,0,0,0,185,62
*data,100,0,0,0,0,0,178,62
*data,100,0,0,0,0,0,122,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,0,0,0,0,0,0,62
*data,0,80,0,0,0,0,0,62
*data,0,251,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,1562
*data,0,242,0,0,0,0,0,1562
*data,0,234,0,0,0,0,0,1562
*data,0,160,0,0,0,0,61,1562
*data,0,0,0,0,0,0,191,1562
*data,0,0,0,0,0,0,185,1562
*data,0,0,0,0,0,0,185,1562
*data,0,0,0,0,0,0,178,1562
*data,0,0,0,0,0,0,122,1562
*data,0,0,0,0,0,0,0,1562
*data,0,0,0,0,0,0,0,1562
*data,0,0,0,0,0,0,0,1562
*data,0,80,0,0,0,0,0,1562
*data,0,251,0,0,0,0,0,1562
*data,0,242,0,0,0,0,0,62
*data,0,242,0,0,0,0,0,312
*data,0,234,0,0,0,0,0,312
*data,0,160,0,0,0,0,61,312
